course_id,course_title,descriptions,level,subject,url,is_paid
831940,Fundamentals of Accounting for Business Owners,"Have you ever had an Accounting Professor which just rambled and rambled, making Accounting sound like a different language ?Or have you ever tried going on to YouTube to take Accounting classes but just got lost within the sea of information ?
Trust me, I know how that feels. Itoo went through the same frustration during my Undergraduate and Graduate Studies listening to Professor talk and talk while I was confused within the 1st 10 minutes of class.To make things worse,I would then go home to revise the concepts thought in class from the text book, only to find the explanations there even more confusing :)
Fortunately, I graduated and I have been been working within the financial industry for almost 20 years(with a Big 4 and an Investment firm) and today after having both practical knowledge and theoretical knowledge.I decided to teach this subject, only this timeI would teach Accounting in a simple to understand manner but with real practical examples:)

Among the benefit of taking this course is that:
You would be able to understand Accounting finally :) -The way I thought this course is for a very beginner to dip their toes into the world of Accounting. So I made sure that, the examples which I used are easy to follow so that you can easily grasp Accounting concepts.
You will see how the business world uses Accounting- Today after practicing as both an accountant and an analyst, I decided to teach this subject for the point of view as a practitioner. This way you will know what how the business world uses Accounting for its operations.
E-Learning makes studying more convenient- So long as you have a device and internet you can learn this subject anywhere and at any time.
Accounting jobs are always in demand- Post crisis, we still see many companies looking to for accountants. And as many say,as long as there is a businesses, there sure be an accountant to count its profits.
To date there are as many as 40,000 students taking this course and below are some reviews for this courses given on this course:
""This course helped me in acquiring new knowledge in accounting and making it easy to understand from the tutor about the financial statements and how to prepare the financial statements, that is the income statements, balance sheet and cash flow statements. I am just looking forward to put this acquired knowledge into practice.""
""It was awesome to cover a huge topic in a short span of time...It was very useful to recollect my knowledge...And the way the topic was covered with simple examples was very useful to understand in a easy was...THANK YOU...""
""Super class and nice teaching of basic accounts and thanks for teaching""
So come join us on this learning adventure as we further explore the language of business.",Beginner Level,Business Finance,https://www.udemy.com/fundamentals-of-accounting-for-business-owners/,True
833770,Practical Financial Statement Analysis,"This course covers financial statement analysis using real examples from financial statements. I developed the course from my experience doing financial statement analysis for clients in various accounting and financial consulting roles over the years.
The course is geared towards anyone interested in improving their financial statement analysis skills. Seasoned investors on Wall Street, individual investors, students, bankers and others looking for a practical way to analyze financial statements can benefit from this course.
The course teaches how to assess earnings, cash flow and balance sheet quality using practical examples. It explains how the types of questions to answer when analyzing financial statements, how to detect red flags, how to use common size size and ratio analysis to uncover hidden risks, and how to read and interpret the 10-K.
Learn what to look for when analyzing financial statement items such as revenue, inventories, income taxes, pensions, stock-based compensation, stock buybacks, reserves, among others. The course includes a list of red flags you can use in your financial statement analysis.
The course is a video format utilizing PowerPoint slides. No material is needed for the course, except writing materials if the student wishes to take notes.
This course is designed to be different from other financial statement analysis courses. While there will be some overlap, the areas I focus on in this course are based on information gleaned from actually working with investors and and other clients, and getting to understand the areas they are most concerned about. The real world experience applied to this course is what differentiates it.

",All Levels,Business Finance,https://www.udemy.com/practical-financial-statement-analysis/,True
1030976,The Complete Financial Statement Analysis Course,"Ever wonder how the world’s most successful investors (such as Warren Buffett, David Einhorn, or Jim Chanos) are so successful? It’s because they employ industry leadingfinancial statement analysisskills to root out opportunities.

A lot of courses simply teach you how to perform a few financial ratios.That’s important, but it is only a small part of successful financial statement analysis. True financial statement analysis requires in-depth reading, research, and other analytical strategies that will give youa real investing edge.


I will teach you the tricks of the trade that many successful investors use on a daily basis.By the end of this course you will learn how to read and analyze a company’s SEC filings like a pro!

If you want to be a successful Financial Analyst, Investor, Investor Relations Manager, Private Equity Analyst, Investment Banker, Hedge Fund Analyst, or Sell Side Research Analyst, then this course will is perfect for you!

3 BIG reasons why you should take this course:

What makes this the best financial statement analysis course out there?

Don’t forget, this course comes with Udemy’s 30-day unconditional money-back full guarantee! If you don’t learn anything from the course, return it and get your money back.",Beginner Level,Business Finance,https://www.udemy.com/the-complete-financial-statement-analysis-course/,True
722682,Advanced Excel functions,"Welcome to our awesomeAdvanced Excel functions course
We are glad to meet you. If only we could shake hands!


Are you wondering how is this course going to be useful to you?
Hey, did you watch the promo video? If not, please do.
If youare looking to learn some advanced Excel functions, this course will teach you exactly that.
Look, Microsoft Excel is ubiquitous. It is used in almost every job we do in today's world.
So your job will also possibly require you to do analysis on large heaps of data.
Our course does exactly that - we make you job ready for your prospective project / daily work.


What makes our course different from others?
Our course content is unique - you learn exactly what you are required to do in your daily work.
You get 1.5 hours of crisp synthesized practical real life illustrations of all concepts.
You will be carrying out the real life illustrations along with the instructor.
Same set up as the instructor. All illustration spreadsheets are shared.
It's almost like as if somebody is guiding you in person to carry out the various analysis.
You are going to love our instructor's teaching style.
He makes it very engaging and fun learning experience.
You will have practice assignments / course challenges with varying difficulty levels to test your learning from the course.
Our support team responds to any course queries within 24 hours of your request.
And of course, the price is competitive.


What will you learn in this course?
(Large) Data Analysis techniques, Data Manipulation methods in Excel
You can watch the FREE course previews in the CURRICULUM section.
Read through the entire CURRICULUM section if you can.
All modules with details of lectures are provided.


What  next?
Well, we sincerely hope to see you inside the course.
We wish you well and good luck.
Still confused? Don't hesitate to reach out.",All Levels,Business Finance,https://www.udemy.com/advanced-excel-functions-to-analyze-large-data/,True
1122146,Penny Stocks Value & Chart Pattern Trading (2 Course Bundle),"*** Course access includes quizzes & homework exercises, 1-on-1 instructor support (Penny Stocks) and LIFETIME access! ***
Hear why this is one of the TOP-NOTCH Penny Stock Chart Pattern & Tips Course on Udemy:
The instructor is genuinely interested in my success.
-Keith Thurman
great information learned
-Keita Fofana
the course had lots of good info
-Gwendolyn Bailey

TOP-NOTCHInstructor
I currently have71 Knowledge programswith20,520+ Minutesof Content (342hoursin total) with112,000+ Satisfied Studentsenrolled. That’s14+ daysof learning material!
I am currently mentioned in ""Popular Instructors"" tab on Udemy Business/Finance Section.
Penny Stock Chart Pattern & Tips Course Details:
1000s of Satisfied Students and Counting.
31Penny StockKnowledge Packed Lectures.
Tips, Tricks &Penny Stock Chart Patternsin your pocket.
With 30 days refund guarantee.
This 2 Course Bundle includes BeginnersChart Patterns for Penny StocksPart 1 Course.
This Course ExplainsInvestinginPenny Stocks.
Experts Explainspenny stocksas stocks with a share cost under a specific price, for the most part under $5 per share. Although somebeginnerslike to invest in thesecheap high Growth stocks, theirlow share pricesoften come with more risk. In This Course I am discussing the most common steps on how to invest inpenny stocksin a smart andprofitableway.
If you are planning toInvest in Penny Stockthen it's a good idea to understand the risksbeforeyou open a hundreds or even thousands of dollars Brokerage Account totrade Penny Stocks.
Penny stocksoften have alow share pricebecause ofspecific situations. This Course helps you to Look out forcertain warning signsto spot Pump & Dump in penny stocks.
From 24 Lectures you learntips and dangersofPenny Stocks.
This Course ExplainsHow to Buy Penny Stocks& How to pick theBest Penny Stocks.
This Penny Stock Trading Course comes with a 30 day money back guarantee.
It will take you approximately 1 to 2 hours to go through the theory and i recommend you to test them on Demo Account; Just to get the feel of using them.
Disclaimer Note:This Penny Stock Trading course is for educational and informational purposes only. Not recommending of any particular investments such as a particular stock or mutual fund.",Beginner Level,Business Finance,https://www.udemy.com/basics-investing-penny-stocks-beginners-hot-best-penny-stocks-trading/,True
808506,Candlestick Analysis For Professional Traders,"For the first time, a course that reveals the historical performance of all the classic Japanese candlestick patterns.
Candlestick charts are the number one way to present financial price data. I love them because they allow me to quickly and easily visualise the market and analyse recent price action before placing a trade.
Whether it’s in a particular stock, a currency pair, or a commodity, once you know how to read candlestick charts you can very quickly gauge strength or weakness in the market of your choice.
Now, candlestick charts have been around for centuries and there are numerous books and courses that detail specific candlestick patterns. Patterns such as the shooting star, the Doji and the Hammer.
However, most of these books and courses fail to address just how good these patterns really are.
On this course, not only will I teach you all about Japanese candlestick charts and how to find the most popular candlestick patterns, but I will show you the historical performance of 25 of the best patterns.
In other words, I’m going to show you which candlestick patterns are the best and which ones you should pay attention to in your trading. And I'm going to show you which ones you should simply ignore.
I’ve analysed 21 different futures and forex markets, over 100 stocks and I’ve made thousands of historical trades to see which patterns produce the most profitable results. And the results are indeed surprising.
In fact, the results suggest that some patterns are not profitable at all and I present the results clearly for you to see.
However, the results also reveal that one specific candlestick pattern is better than every other candlestick pattern that I tested.
On this course, you’ll learn precisely which candlestick pattern that is.
You’re also going to learn how to spot the candlestick patterns and how to incorporate them into your own trading and investing. Then, I put what we’ve learnt into action when I build a fully fledged trading system based on the best patterns found.
But that’s not all you're going to get.
Because, when you take the course today, you’ll also receive a number of bonuses.
Bonus 1:you'll get the A3 candlestick cheat sheet so you can quickly locate candlestick patterns by eye. You can even print this out and stick in on the wall if you want to.
Bonus 2:you’re going to get access to the accompanying eBook and all the tables of results.
Bonus 3:you’re going to receive the formulas that I used to code up each candlestick pattern. If you have the back-testing program Amibroker, you’ll be able to use this code to run an exploration and scan for the latest candlestick signals on your own machine.
So, if you want to learn how the professionals use financial charts and you want to take your candlestick trading to another level, just click take this course now and let’s get started learning about Japanese Candlesticks.
All the best of luck with your own trading and learning.",Expert Level,Business Finance,https://www.udemy.com/testing-candlesticks/,True
358062,Financial Modeling: Build a Complete DCF Valuation Model,"Would you like to learn how to value a company?
Even people who don't have a Finance degree can take this course and learn how to build a complete Discounted Cash Flow Model!
Attention! You will have to go through the videos and the course materials to obtain the promised result!
If you want to:
Improve your Microsoft Excel modeling skills
Learn how to value a company
Understand what drives a company's value
Then this is the right course for you!
What we offer:
Well designed and easy to understand materials
Detailed and comprehensible explanations
Regular course updates
By completing this course you will:
Be able to build a cash flow statement
Know how to value a company
Be able to build a valuation model from scratch
Know how to create a model with multiple scenarios
Be able to perform sensitivity analysis
Know how to create professional and good-looking advanced charts
The instructor of this course has extensive experience in Financial Modeling:
Worked in the Financial advisory unit of a top-tier consulting firm
Experience in M&A transactions carried out in Italy, Germany, Switzerland and Poland
Worked in the in-house Mergers & Acquisitions department of one of the largest semiconductor firms in the world
Financial advisor in multiple M&A deals with sizes ranging from €2 million up to €5 billion

About the course:
An unconditional Udemy 30 day money-back guarantee – because we believe in the quality of our content
No significant previous experience is needed to understand the course well and benefit fully from its content
Unlimited lifetime access to all course materials
Emphasis on learning by doing
You can always contact us for any clarification free of charge
Our goal is to take your Valuation skills to the next level
Make an investment that will pay for itself in terms of career perspectives, positive feedback and personal growth.
Just go ahead and subscribe to this course! Nowadays the job market has become very competitive. If you don't acquire these skills now you will miss an opportunity to separate yourself from others. Don't risk your future success!
Let's start learning together now!",All Levels,Business Finance,https://www.udemy.com/learn-how-to-value-a-company-and-build-a-dcf-model/,True
822514,CAIIB Advanced Bank Management (Part I),"Welcome to this course on CAIIB Advanced Bank Management (Part I)
CAIIB is the short form for Certified Associate of Indian Institute of Bankers. It is an examination conducted by Indian Institute of Banking and Finance (IIBF) twice a year. Once in May and once in November. In order to be eligible for award of CAIIB, candidate must pass both the compulsory papers and any one of the electives of the candidate's choice. This course teaches you one of the compulsory paper called Advanced Bank Management.
This course covers only one part of the paper Advanced Bank Management.
This course will give you insight into
Module A
a) Introduction to Economics
b) Economic Laws and Anlaysis
c) Business Economics
d) Different Markets and Price Determination
e) Budget and Budget Line
f) Elasticity of Demand
g) Cost and Revenue
h) Indian Economy

Module Bi) Time Value of Money
j) Discounted Cash Flow Techniques
k) NPV
l) Time Series
m) Mean / Median and Mode
n) Standard Deviation / Dispersion
o) Correlation
p) Regression
q) Linear Programming
r) Simulation
Only the topics mentioned above are discussed in this course.
This course is structured in self paced learning style.
Screen cast video lectures, hand writing notes on digital board are used in this lecture. This course is ideal for CAIIB Aspirants as it focuses on CAIIB Exam only.
",All Levels,Business Finance,https://www.udemy.com/statistics-regression-analysis/,True
1045726,Stock Market investment:Non financial fundamental analysis,"As an investor, how often do you find
yourself lost when you try to read the company’s
reports? How often are you able to decode how a certain market event will
affect a company? How do you know whether a company has the right dividend
policy for you as a shareholder? Does this company have a sustainable competitive
advantage that allows it to be profitable years down the road?


When it comes to fundamental analysis,
most courses would talk about financial
analysis, ratio analysis, PE ratios, and efficiency ratios. Yes, these are
definitely important. What about the qualitative factors of the company?
Qualitative factors will provide better insights into what will happen into the
future when combined with other methods of analysis.


We
will start off by learning about the business lifecycle. Then we move onto
power and competitive analysis. And finally we will end off the course with 3
quality case studies.


Unlike some other courses out there where
you just hear instructors talking endlessly, and
you only see text in their power point presentation, this
course will include animations, images, charts and diagrams help you understand
the various concepts.


I promise I will not be teaching generic unactionable
ideas like you must buy low and sell high. Also, this is also not a motivation
class where I preach to you that you must work hard to succeed, or you must
have discipline to profit from the market.


In this course, I will teach you exact
methods and frame work.


In addition, Udemy and
I promise a 30 day money back guarantee so you have absolutely no risk. If I
fail to deliver up to your expectations, you can have your money back after
attending the course. No questions asked.
Sowhat are you waiting for? Its time totake action! Goahead to click on the enrol button. I will see you at our course.",Beginner Level,Business Finance,https://www.udemy.com/stock-market-investmentnon-financial-fundamental-analysis/,True
943426,Learn How to Play CashFlow Game,"In this course, you will learn how to play a game called CashFlow 101 . This game is developed by Robert Kiyosaki, founder of Rich Dad company. It  is a guide to those who want to unlock their way to financial freedom, through out this course, you will get to know how to play Cashflow 101 game that includes how to acquire financial intelligence, understand the language of money, read and understand financial statements and create your own. The more you play this game, the more you will work on developing your financial IQ to help achieve your financial independence & freedom. You will also get to know the main differences between Cashflow 101 Old & New Editions.
________________________________________
Maggie's Online Learning School- Teaching16 Courseson Udemy
OVER38,000successful students have already taken my online courses since October 2016 with many5 Star Reviews
________________________________________
See what happy students are saying about this course:
""I was happy with how each components of the game was explained as well as the few examples that were given. ""
-Jacob45

""the videos are easy to follow and I am getting better to understand how to play the game.""
-Andi Susilo

""Good introduction to the game. also teaches how to read a balance sheet.""
-Jit Ooi

This course have at least 10 minutes of free previews available to you, so you can quickly determine if it's the right one for you! Finally,  you will receive a verifiable certificate of  completion upon finishing the course.
Come on in and we are going to have some fun together,
Maggie

***************************************************************************
About Maggie's Online Learning School:
Over38,000very happy students already in my Udemy classes
See the5 Star Reviewsfrom VERY satisfied students
You get free lifetime access
All videos are at your finger tips to watch anytime & anywhere
All future extra lectures and upgrades arealways free
Unconditional Udemy 30 day money-back guarantee and that's my personal promise to your success!
Join this happy family of students
Enrollinto the course and I willsee you inside,
Maggie",Beginner Level,Business Finance,https://www.udemy.com/learn-how-to-play-cashflow-game/,True
46927,Basics of Business Finance,"
How will this Certificate benefit you



What Jobs does this Certificate prepare you for
If you are a Working Professional or College Student, interested in one of the following careers, then this course will teach you the basics - Investment Banking, Business Consulting, Strategy, Entrepreneurship, Equity Research, Corporate Banking, Private Equity, Credit Research, Ratings and Risk Management.

How will you learn
100% Online self-paced course that you can watch from anywhere, any number of times
23 online videos  - 4 hours of content that can be completed in 1 week

Course Contents
1. Introduction to Investment Banking


2. The Company and its financial statements


",Beginner Level,Business Finance,https://www.udemy.com/basics-of-business-finance/,True
867440,"Bitcoin: el futuro del dinero, hoy","La tecnología de bitcoin está revolucionando la industria de servicios financieros y en sí al mundo.
Aprenderás algo que muchas veces ni en la escuela, ni en la universidad, ni nuestras familias nos enseñan pero que curiosamente es algo tan importante que no puede pasar un sólo día sin que lo utilicemos y es el entender que es el dinero y por supuesto como se acrecenta.
Contactanos y te daremos la razón clave por la que debes de atender este curso de inmediato.
Cada día más y más se habla de la manera en que las empresas invierten en software que automatiza labores relacionadas con el registro y el análisis de la información. Durante mucho tiempo se ha escuchado que en un futuro cada vez más cercano no sean necesarias personas que se encarguen de la contabilidad y/o de las finanzas de las empresas.
Y esta realidad es cada vez más tangible. Otro tipo de profesionistas se han sentido seguros hasta el momento y nos referimos a los asesores financieros e incluso otras posiciones similares de la industria financiera como los traders de forex.
Sin embargo, cada vez mas y más se desarrolla tecnología como los robo-asesores que están poniendo en riesgo seriamente los trabajos de muchas trabajadores de cuello blanco de esta industria.
El mundo está cambiando y la pregunta ahora es: ¿ vas a aprender acerca de las innovaciones tecnológicas que están sacudiendo al mundo o te vas a quedar al margen y afrontarás las pérdidas?
Esta inversión puede ser la diferencia entre generar más ingresos o quedar en la calle.
Claro está, que el cambio del que estamos hablando es de impacto general y mundial. Y a lo que nos referimos es que no solo si te desarrollas en esta industria te debe de importar Bitcoin y las criptodivisas. Este es un cambio que ofrece oportunidades sin precedentes a cualquier persona que haya utilizado dinero alguna vez para efectuar una transacción que prácticamente es cualquier persona en este mundo.
Hay incluso personas que están formulando sus tesis alrededor de Bitcoin y otras dedicando su vida a la tecnología que sirve como base de las criptodivisas.Es de interés también para economistas que analizan y se sorprenden de como las nuevas generaciones están cambiando las formes tradicionales de pensamiento y no solo se esta creando esta nueva base tecnológica sino que además los miembros más jóvenes están dispuestos a innovar y a ser los que tempranamente adoptan estos cambios revolucionado industrias enteras
Así que no importa tu formación, el contenido de este curso te interesa. Así que una vez más: ¿qué esperas para conocer todo lo que significa Bitcoin y el por que ya es considerado como el futuro del dinero ? No pierdas más tiempo, contactanos y quedarás convencido de inmediato.",Intermediate Level,Business Finance,https://www.udemy.com/bitcoin-el-futuro-del-dinero-hoy/,True
821108,المحاسبة للإداريين و غير المحاسبين,"دورة غنية بالإفكار والمهارات القيمة التي يمكن المباشرة في تطبيقها فوراً، ومنها:
أهداف المحاسبة وعناصرها الأساسية .وأهمها توثيق الأنشطة والعمليات المالية ، وإثبات حقوق الأطراف المتعاملة، وقياس نشاط المؤسسة والمساعدة في اتخاذ القرار.
إعداد خارطة الحسابات التي تعكس نشاط المؤسسة وتحديد الحسابات الرئيسية وتفريعها إلى الحسابات الفرعية المناسبة.
مبدأ القيد المزدوج ومستندات القيد والقبض والصرف. حيث يعتبر القيد المزدوج أساس التسجيل المحاسبي وإتقان عملية توجيه القيد بشقيه المدين والدائن يعني امتلاك المهارة الأساسية من مهارات المحاسبة.
إعداد الكشوف التفصيلية لكافة الحسابات الرئيسية والفرعية ثم تجميع أرصدة الحسابات في كشف رئيسي هو ميزان المراجعة. كذلك إعداد واحدة من أهم القوائم المحاسبية وهي قائمة الدخل التي تكشف عن إجمالي الربح وصافي الربح.
استهلاك الأصول وتقييم المخزون باستخدام طرق التقييم المختلفة مثل الوارد أولاً صادر أولاً ، والوارد أخيراً صادر أولاً وطريقة أعلى سعر وأدنى سعر وآخر سعر وطريقة المتوسط المرجح بالكمية.
الميزانية العمومية بجانبيها الموجودات والمطلوبات . وتحليل النسب المالية مثل نسب السيولة ونسب الربحية ونسب النشاط ونسب الاقتراض.",Beginner Level,Business Finance,https://www.udemy.com/accounting-for-non-accountants-trendcast/,True
986034,Technical Analysis Using Elliott Wave Theory,"What some of the students say about this course
""Amazing. He does not say one single thing without explaining himself. It's like listening to Mozart: his thought process is so well organized that if you were to play these lessons to a baby still in the womb, it would literally be born with a higher IQ.""
""I am not new to Elliot Wave Theory and I think this course is Excellent. The subject is complex and if you are interested in learning EWT this will provide you with a great ""practical"" starting point.""
Latest News: Indian Insight Founder & Instructor of this course, Yash Utmani was ranked 8th in Position Trading & 12th in Day Trading in Equities Segment in the last concluded edition of Pro Advisory Championship Competition, India 2016.
What is this course about?
This is a technical analysis course based on an advanced concept in technical analysis, popularly known as Elliott Wave Theory. Elliott wave theory was discovered in 1930s by Ralph Nelson Elliott and has survived the test of time. This is a complex tool within technical analysis, which can be difficult to understand initially, but once you start applying it you would be amazed with the insights for financial trading offered by this theory. The various financial trading examples shared with you as part of this course will convince you on this and demonstrate to you the power of technical analysis.
Why should you take this course?
This course will help you understand this advanced concept from technical analysis so that you can start applying it for short term trading or long term investing purposes or for any other financial trading. Throughout the course we share many examples from real life financial trading (many of them taken from our technical analysis research desk over years). These examples will demonstrate to you the practical applicability of all the concepts to different areas of financial trading.
As part of this course you will also learn the various technical analysis patterns associated with elliott wave theory. Some of these technical analysis patterns are complete financial trading systems in themselves that you can use instantly to trade profitably. Students who have some knowledge of classical technical analysis can also combine their knowledge with what they will learn in this course and can improve the accuracy of their trades substantially.
How is this course structured?
This course is structured into 4 sections:
1. Introduction to wave theory: Where we introduce you to elliott wave theory
2. Motive Waves: Where we explain the various patterns that represent trending markets
3. Corrective Waves: Where we explain the various patterns associated with corrections
4. Elliott Wave Rules & Guidelines: Where we explain the various rules & guidelines associated with elliott wave theory. These concepts will help you in correctly identify various patterns & set price targets for practical financial trading.
It is often said that Technical Analysis is useful only for short term trading. Nothing can be further from the truth.Advanced Technical Analysis concepts like elliott wave theory can be as effective for long term investing as it is for short term financial trading. The applicability of this advanced technical analysis tool across financial markets makes it one must have tool for all serious practitioners of technical analysis.
If you have some knowledge of technical analysis, this course will take your knowledge to a new level. If you are new to technical analysis then I believe this is best place to start your journey into technical analysis because you would have an open mind to advanced technical analysis concepts covered in this course that might be a bit hard to believe for more experienced technical analysis users. But don't worry the examples in this course will leave no doubt as to the effectiveness of this advanced technical analysis concept.
I have personally benefited immensely from learning these advanced technical analysis concepts and I believe not using technical analysis in your investing or financial trading journey will only make it harder for you to succeed. So if you want to learn this advanced technical analysis concept enroll now!",All Levels,Business Finance,https://www.udemy.com/technical-analysis-using-elliott-wave-theory/,True
42642,The Basics Of Volume Analysis,"VOLUME ANALYSIS AND TRACKING SMART MONEY
Volume is perhaps the most under-rated indicator in the markets. Volume shows the activities of the big hedge funds and proprietary desk traders,  players we often refer to as""smart money"".Good volume analysis shows critical points at which markets turn around, when activity levels are low or high or when smart money is active or inactive. In this course, we analyze various stock charts, and combine volume analysis with price action. Volume also provides a storyline to the markets. Constructing this storyline correctly is critical in terms of trade entry and exits.
Smart Money or Big money has always tried to (legally) manipulate  the markets to their advantage. Their goals are to conceal their activities as much as possible. But Volume is one indicator they cannot conceal. In many ways, this course levels the playing field for the average retail investor. Once you take this course, you'll know what to look for, and you'll be in a position to track smart money as they're entering a Stock or they're running for the exits. And your objective is to ""follow the smart money"". When you position your trades in harmony with the money flows of smart money, you're adding a whole layer of high-probability characteristics to your investing activities.
This is an exciting course !

What you will master
Why is Volume the most under-rated indicator
Identify the activities of smart money precisely
""Swim with the tide"" - increase your odds of success
How to read long term and shorter term charts
Identify points of major market reversals (before they happen)
What is Distribution and Accumulation
Put short term price action in context of longer term charts
All of this explained in simple terms
Study of various charts on various timeframes

SECTION I
In this Section, we explore why Volume is a critical indicator to study, and why this is the only indicator that clearly shows the activities of Smart Money. What can Volume analysis tell us about activity levels in the markets. Volume is sometimes referred to as the ""fuel of the markets"", and this is very true. This Section also defines some of the rules of ""Smart Money"". These rules form the basis for the games and that Smart Money play, and the tactics they deploy to manipulate the markets to their advantage.

SECTION II
This section is a deep-dive into the methodology for spotting and tracking ""Smart Money"" using Volume analysis. A perfect timeframe for analyzing these activities was during the period preceding the financial crisis of 2007/2008 and the period after the bottom in March 2009. And there is no better instrument to study this than the S&P 500 Index itself. This section is a fascinating and shocking analysis of how we could spot Smart Money doing the following -
- Start selling in March 2007, about 6 months before the top in October 2007
- They sold (""distributed"") for about 9 months with barely a move in price
- Ran the bear market down to their liking
- Start ""accumulating"" stock by the end of 2008
- Finished accumulation phase over a period of 9 months
- Are running the Bull market right now to their liking

SECTION III
Detailed case studies of major stocks analyzing Smart money activity points -
1) BIDU - Smart Money is in, and they are not leaving
2) CAT - Similar to BIDU but more choppiness
3) FSLR - Gave a clear signal of smart money entry
4) NFLX, PCLN and FXE - Gave various signals for entry and exit
5) Silver Case study - Smart Money left Silver and has not come back yet.",All Levels,Business Finance,https://www.udemy.com/volume-analysis-basis/,True
471428,Crash Course on Cost of Capital and Capital Structuring,"Welcome to this crash course on Cost of Capital and Capital Structuring.
In this course, you will have overview of Cost of Capital and Capital Structure matters.
About Cost of Capital:
Every business raise various forms of Capital for running the business.
None of the funds are free.
Each fund comes with a cost.
Every Entrepreneur, every Finance Manager should be aware of the Cost of Capital of their business.
Many businesses fail, because the management itself would not be aware of the Cost of Capital of the business.
Unless the returns earned from the business is greater than or equal to cost of capital, no business can sustain / grow.
Cost of Capital is used to evaluate new projects of a company. It is the minimum return that investors expect for providing capital to the company, thus setting a benchmark that a new project has to meet.
About Capital Structure of Business:
All the Business entities in this world, will work on this topic.
Because, Capital Structuring Decisions, would decide the long term stability of any business.
Business entities can have mix of their own funds and debt funds for running their business. But the mix should be an optimum one.
Wrong decisions in Capital Structuring would spoil the business which otherwise would have plenty scope for growth.
The capital structuring of the business also decides the leverage and returns for the owners.
About this course structure:
This course is structured in self paced learning style.
Video lectures are used for delivering course content.
Welcome to this course and all the very best.",All Levels,Business Finance,https://www.udemy.com/crash-course-on-cost-of-capital-and-capital-structuring/,False
283780,Build a DCF Model from Scratch,"This course will walk you through two Discounted Cash Flow (""DCF"") models to properly introduce all relevant concepts. The first DCF model will use everyday context to make the process easy to understand. The video runs less than 10 minutes long, and uses a simple example to introduce the purpose of DCF analysis.
Once the ""Basic Discounted Cash Flow Model"" has been introduced, the material will explain two concepts separately: Net Present Value (""NPV"") and Weighted Average Cost of Capital (""WACC"").
The last video walks through a more thorough discounted cash flow (""DCF"") model. In this video we will use an integrated financial statement model to perform a DCF analysis of a company.
All videos are recorded in HD. Please click on the HD button at the bottom of the screen when watching the material.
Each lecture has an Excel template or PDF notes available for download.",All Levels,Business Finance,https://www.udemy.com/build-a-dcf-model/,False
52118,"Multiply your returns using 'Value Investing"",https://www.udemy.com/multiply-your-returns-using-value-investing/,true,20,1942,19,63,All Levels,4.5 hours,2015-07-23T00:08:33Z
874284,Weekly Forex Analysis by Baraq FX""","This course will help to buildsolid foundationfor trading,confidenceandmanaging portfolio.You will be able to understand International Financial Marketsstructure and behavior, how to interpret,analyse and trade them.
I'll be conductingLive financial marketanalysis and will share with you the trade setups and how i will approach them. This will give youhands-on-practiceconfidence and also theskillsthat require to be aTechnical Trader.
",All Levels,Business Finance,https://www.udemy.com/weekly-forex-analysis-by-baraq-adnan/,False
